,Title,Subject,Grade,StDevSentWdEntropy,AvgWordChEntropy,StDevWordChEntropy,ChNgramEntropy_2,AvgWordWdLen,StDevSentWdLen,AvgWordWdDiffLemma,AvgWordWdPolysemy,AvgWordNmdEnt_person,AvgDocAdjCoh_BLOCK,MidEndCohesion,TransCoh,AvgWordWdMaxDpthHypernymTree
297,O Alimentatie Echilibrata,biologie,10.0,0.2993024803810679,1.1667319624879555,0.7097378159501785,0.8732100915437465,4.850488354620586,3.267894309792938,0.5026296018031555,5.960088691796009,0.0202854996243426,0.6569881931324001,0.8690107977361865,0.6354620570239312,5.758314855875832
298,Mihai Eminescu - Sarmanul  Dionis Comentariu,romana,9.0,0.5965707165091207,1.1280114581670713,0.7269844173113281,0.962464206118419,4.498273878020712,3.1040421489135106,0.5627157652474108,6.947735191637631,0.07364787111622555,0.6696722320421068,0.6856347395552034,0.5627781770502788,5.585365853658537
299,Referat Importanta familiei in Morometii de Marin Preda,romana,5.9,0.8511430996463681,1.0556318221798846,0.6681679401165119,0.8632234482473795,4.139233038348083,2.8553416255628146,0.4058997050147493,7.1571428571428575,0.05014749262536873,0.5430401520031441,0.1488847567670014,0.5912594652741977,6.069047619047619
300,Referat Romanul si viata mondena,romana,5.46,1.5426940746977982,0.9865932781841544,0.7501545906932328,0.8546793819321222,4.1038461538461535,3.192715790493674,0.6096153846153847,7.794871794871796,0.026923076923076925,0.011267940751069249,0.0,0.0,5.9230769230769225
301,Referat Regnul Monera,biologie,5.16,0.8948037164689524,1.1120701321406476,0.7846209004320166,1.0161572428039192,4.8399503722084365,3.580893673461921,0.369727047146402,5.167539267015707,0.016129032258064516,0.4790780168221878,0.0,0.6155291836492429,6.235602094240837
302,Extrase Din Comentariile Egiptologilor,istorie,10.0,0.3863492135407786,1.0128085961544906,0.704018003447215,0.8378412609968005,4.080701754385965,3.0536635920909863,0.5251461988304094,7.712328767123287,0.037426900584795315,0.6616155525131794,0.642872394252461,0.4953047382295718,5.456621004566211
303,Referat Carlo Collodi,romana,5.38,1.1350380723083993,1.0838320367341527,0.7461808652476729,0.8644233135224965,4.40162980209546,3.179999728467,0.5285215366705471,6.515625,0.05820721769499417,0.385306676338698,0.02449045624256525,0.5016301916126337,5.20703125
304,Referat Morometii de Marin Preda - rezumat,romana,7.36,1.0150172728752056,1.116970789295652,0.6060531395351512,0.90126070024411,4.199211045364891,2.589324153977151,0.33136094674556216,7.301652892561983,0.06804733727810651,0.3175675568524392,0.13412974009028306,0.6304804675889443,6.18595041322314
305,Nicolae Filimon - Ciocoii Vechi Si Noi,romana,8.0,0.44053618058368826,1.146537690158962,0.7283727114034492,0.8584205753631394,4.616852146263911,3.143267322804212,0.5007949125596184,8.126506024096386,0.07154213036565978,0.6331636791269468,0.8584431428139645,0.716536368912884,5.48948948948949
306,Marile Lacuri,geografie,8.0,0.4365820322705236,1.153011728782457,0.699887575226419,0.9848568290432008,4.502624671916012,2.9793543811985725,0.4402887139107611,5.9211267605633795,0.04199475065616798,0.6989944753734912,0.2531850854974868,0.7139181072662187,5.44225352112676
307,Asia,geografie,9.0,0.4925606340713698,1.150588535898556,0.7414284025258572,0.8749996920841572,4.70373831775701,3.264040699824574,0.4990654205607477,4.783783783783784,0.0205607476635514,0.6502310831983905,0.7453347859076578,0.753726866496499,5.381081081081081
308,Elisabeta  I,romana,10.0,0.4319457824837963,1.0613177642101217,0.7376483104908914,0.8558324454370269,4.3800841514726505,3.1417801605424667,0.5427769985974754,6.5616438356164375,0.05049088359046283,0.5475751670170547,0.7148004229659408,0.5783604126175304,4.894977168949771
309,Psihologie Trading,psihologie,10.0,0.7431577147907196,1.0997775970001131,0.7885624378060896,0.9842636245561562,4.652417659425368,3.55024041213036,0.4667133847231955,6.5069252077562325,0.042046250875963566,0.6621417258802591,0.0,0.6213615289331778,5.246537396121884
310,Pelicanii,biologie,8.0,0.4788063355636157,1.143071158380843,0.7141841350078189,0.9851426437059476,4.58792302587923,3.1497697168160483,0.5713337757133378,5.5,0.031187790311877905,0.6770787408249469,0.8479114559281472,0.6785368358794953,5.676
311,Vederea Stereoscopica,biologie,8.0,0.41452084859764793,1.2041074395861142,0.6964826306857713,1.11281387384982,5.072599531615925,3.2970143751510745,0.5807962529274004,6.958620689655173,0.0234192037470726,0.6816151939460634,0.0,0.8040306381926167,6.158620689655173
312,Avalanse,geografie,10.0,0.4367890286075437,1.0955950233191052,0.6800686365032317,0.9394432984523802,4.425974025974027,3.0680564101360903,0.4363636363636363,6.610666666666668,0.015584415584415584,0.7508934165537601,0.8615364848579546,0.8309357761561855,5.210666666666667
313,"Referat Perioada prescolara (a doua copilarie 3-6,7 ani) - psihologia varstelor",psihologie,6.02,0.8915655051631878,1.0671914136731744,0.7345057587697252,0.8879127939654512,4.421750663129973,3.201537880358112,0.4827586206896552,6.314285714285713,0.026525198938992044,0.30766280724960765,0.6258353758927905,0.4823104372482953,5.1047619047619035
314,Referat PRIMA CRUCIADA,istorie,7.16,0.6179764381011593,1.1004058244716652,0.7121334428447705,0.9239050844035064,4.371670702179177,3.064202387946261,0.488498789346247,6.854291417165669,0.047215496368038734,0.5135133844326227,0.023247084129912603,0.7163637081951065,4.966067864271457
315,Referat ILUMINISMUL,romana,5.17,1.4689811295074473,0.8928486491198394,0.8364050162241126,0.8398456406601217,4.018134715025907,3.5409225332292373,0.3281519861830743,4.098837209302325,0.08290155440414508,-0.008763890932272016,0.3666613016239231,-0.006717563943849286,5.797687861271676
316,Referat Caracterizare Hagi -Tudose,romana,7.23,0.8538249844153623,1.1306252556705616,0.7014640286162972,0.9739152785481844,4.564133016627078,3.1500404499039503,0.5332541567695962,6.706382978723403,0.09026128266033254,0.364132340096382,0.06530405765781179,0.7076886414953729,5.378723404255319
317,Scleroza Multipla,biologie,8.0,0.7167745525919121,1.0597690167950389,0.7464435294581603,0.8730874989454687,4.329745596868885,3.2202645169479163,0.5489236790606654,6.783861671469741,0.015655577299412915,0.5341904587130902,0.5769769666660658,0.0,5.328530259365994
